log_melspec_mean_1,log_melspec_mean_2,log_melspec_mean_3,log_melspec_mean_4,log_melspec_mean_5,log_melspec_mean_6,log_melspec_mean_7,log_melspec_mean_8,log_melspec_mean_9,log_melspec_mean_10,log_melspec_mean_11,log_melspec_mean_12,log_melspec_mean_13,log_melspec_mean_14,log_melspec_mean_15,log_melspec_mean_16,log_melspec_mean_17,log_melspec_mean_18,log_melspec_mean_19,log_melspec_mean_20,log_melspec_mean_21,log_melspec_mean_22,log_melspec_mean_23,log_melspec_mean_24,log_melspec_mean_25,log_melspec_mean_26,log_melspec_mean_27,log_melspec_mean_28,log_melspec_mean_29,log_melspec_mean_30,log_melspec_mean_31,log_melspec_mean_32,log_melspec_mean_33,log_melspec_mean_34,log_melspec_mean_35,log_melspec_mean_36,log_melspec_mean_37,log_melspec_mean_38,log_melspec_mean_39,log_melspec_mean_40,log_melspec_mean_41,log_melspec_mean_42,log_melspec_mean_43,log_melspec_mean_44,log_melspec_mean_45,log_melspec_mean_46,log_melspec_mean_47,log_melspec_mean_48,log_melspec_mean_49,log_melspec_mean_50,log_melspec_mean_51,log_melspec_mean_52,log_melspec_mean_53,log_melspec_mean_54,log_melspec_mean_55,log_melspec_mean_56,log_melspec_mean_57,log_melspec_mean_58,log_melspec_mean_59,log_melspec_mean_60,log_melspec_mean_61,log_melspec_mean_62,log_melspec_mean_63,log_melspec_mean_64,log_melspec_std_1,log_melspec_std_2,log_melspec_std_3,log_melspec_std_4,log_melspec_std_5,log_melspec_std_6,log_melspec_std_7,log_melspec_std_8,log_melspec_std_9,log_melspec_std_10,log_melspec_std_11,log_melspec_std_12,log_melspec_std_13,log_melspec_std_14,log_melspec_std_15,log_melspec_std_16,log_melspec_std_17,log_melspec_std_18,log_melspec_std_19,log_melspec_std_20,log_melspec_std_21,log_melspec_std_22,log_melspec_std_23,log_melspec_std_24,log_melspec_std_25,log_melspec_std_26,log_melspec_std_27,log_melspec_std_28,log_melspec_std_29,log_melspec_std_30,log_melspec_std_31,log_melspec_std_32,log_melspec_std_33,log_melspec_std_34,log_melspec_std_35,log_melspec_std_36,log_melspec_std_37,log_melspec_std_38,log_melspec_std_39,log_melspec_std_40,log_melspec_std_41,log_melspec_std_42,log_melspec_std_43,log_melspec_std_44,log_melspec_std_45,log_melspec_std_46,log_melspec_std_47,log_melspec_std_48,log_melspec_std_49,log_melspec_std_50,log_melspec_std_51,log_melspec_std_52,log_melspec_std_53,log_melspec_std_54,log_melspec_std_55,log_melspec_std_56,log_melspec_std_57,log_melspec_std_58,log_melspec_std_59,log_melspec_std_60,log_melspec_std_61,log_melspec_std_62,log_melspec_std_63,log_melspec_std_64,loudness_slidingwindow_mean,loudness_slidingwindow_std
-15.908574,-16.730675,-18.70825,-19.135176,-19.727457,-20.30372,-21.438395,-21.250895,-22.22269,-24.102346,-25.365788,-25.472534,-25.06,-24.741674,-24.582594,-25.905014,-27.090952,-27.738007,-28.01099,-28.958296,-29.17436,-28.853582,-28.539413,-27.625782,-27.158537,-27.765682,-28.4451,-30.16017,-31.073196,-31.668184,-32.033913,-32.278152,-32.401417,-31.848013,-31.863434,-34.043526,-44.69066,-79.90763,-79.99118,-79.993164,-79.99476,-79.99623,-79.99764,-79.99902,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,8.378749,8.480063,8.545549,8.684452,8.679728,8.812959,8.892862,9.07904,8.75902,8.498577,8.393275,8.22305,8.242122,8.42886,8.741163,8.304057,8.010983,7.855908,7.8899627,7.843056,7.8750796,8.00001,7.965628,8.445974,8.956457,8.866871,8.618895,7.9372487,7.9438396,7.9701886,7.7337894,7.650213,7.609549,7.9149714,7.752365,7.5826306,7.0258493,0.57684875,0.21398842,0.1659632,0.12716898,0.09145284,0.05711817,0.02375951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.312874754598457,3.7754130239012405
-9.155496,-10.250033,-12.838287,-14.819208,-16.505894,-17.698315,-17.101776,-17.418896,-18.21836,-19.123732,-20.246521,-21.474392,-21.806643,-21.665405,-22.185404,-22.54168,-22.70247,-22.826317,-23.366598,-23.667763,-24.032654,-24.503973,-24.267885,-24.632225,-24.907597,-25.480145,-25.473166,-25.898346,-26.221596,-26.566748,-27.284792,-27.666214,-27.690619,-27.859095,-27.983664,-30.158785,-40.858643,-79.45182,-79.96278,-79.96588,-79.9684,-79.970566,-79.9725,-79.97426,-79.97587,-79.977356,-79.97873,-79.98001,-79.98119,-79.98229,-79.9833,-79.98424,-79.9851,-79.98588,-79.986595,-79.987236,-79.98781,-79.98832,-79.98877,-79.98916,-79.98948,-79.98974,-79.98994,-79.99006,7.91794,8.437048,8.084569,8.342299,8.236211,8.00355,8.000556,8.064153,8.234685,8.059516,7.953906,7.5977745,7.6235027,7.6152587,7.7160344,7.57703,7.6449265,7.5771494,7.3809657,7.301302,7.450485,7.521609,7.271976,7.035587,7.026021,6.9268804,7.0833144,6.9423656,7.0365696,6.932124,6.706078,6.831296,6.841906,6.61345,6.5729117,6.69246,7.4403787,1.9611948,0.9199753,0.8434086,0.7811368,0.7275027,0.679697,0.63628113,0.5964875,0.5597393,0.52569264,0.49410808,0.46484977,0.4377007,0.41264984,0.38956308,0.36837173,0.34902346,0.33141652,0.31553364,0.30128732,0.28864864,0.2775738,0.26804122,0.2600482,0.2536236,0.2488319,0.24581052,-26.146455404926364,1.4241214735723597
-11.182919,-12.962005,-15.174091,-13.922445,-16.78547,-19.644093,-15.731531,-19.606133,-20.192461,-20.301065,-22.618416,-23.414072,-24.1378,-24.483078,-24.670645,-25.248253,-25.75605,-25.972944,-26.354076,-26.530924,-26.779915,-27.008045,-26.714512,-26.879747,-27.122189,-27.01559,-27.36707,-28.32798,-29.123787,-29.370943,-29.749674,-29.817528,-29.908106,-30.077522,-30.386766,-32.362206,-42.39435,-79.65976,-79.963,-79.966156,-79.9688,-79.97112,-79.973206,-79.97512,-79.97688,-79.978516,-79.980034,-79.981445,-79.982765,-79.98399,-79.98513,-79.98619,-79.98716,-79.98805,-79.98886,-79.98961,-79.99028,-79.99087,-79.991394,-79.99185,-79.99223,-79.99254,-79.99277,-79.99291,7.6393995,8.259898,7.901558,8.460545,8.114948,7.758073,8.19848,7.8079557,8.223338,8.578018,7.6517115,7.47955,7.282022,7.365359,7.373883,7.180889,6.9649096,6.9301643,6.808161,6.812749,6.821967,6.8448195,7.0085187,6.9231653,6.859423,6.980735,6.89362,6.6772647,6.624451,6.648117,6.523527,6.394463,6.4517446,6.4904547,6.51467,6.2488093,5.2666073,1.5684034,0.9227952,0.8441801,0.77816087,0.720281,0.6681523,0.62049246,0.57658345,0.5358597,0.4979736,0.4626783,0.4298338,0.39922068,0.37083066,0.3445334,0.3202672,0.29799262,0.27761868,0.25914198,0.24248683,0.2276416,0.21457483,0.20328225,0.1937788,0.18611613,0.18038768,0.17676935,-24.59290149707345,1.1276461318867745
-14.98812,-21.756308,-25.23043,-28.969019,-31.216417,-32.451107,-31.587627,-34.027473,-35.017105,-36.566074,-38.082672,-39.312622,-38.197186,-40.01998,-42.265842,-41.03004,-41.86057,-38.52977,-37.031376,-39.719982,-40.77236,-40.640675,-39.814625,-39.23764,-41.025238,-42.03213,-44.16773,-42.231094,-43.94245,-45.10376,-46.078632,-45.70919,-45.13996,-46.240643,-44.085506,-43.449203,-52.166725,-79.314514,-79.97033,-79.97793,-79.98472,-79.99094,-79.9967,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,14.388053,12.443401,11.517402,11.362583,10.937317,10.853669,11.55664,11.381079,11.238245,10.359988,9.836384,9.693458,10.396228,9.814578,9.156344,9.452269,9.359141,10.384758,10.617948,10.239596,10.734474,10.531183,10.755754,10.598926,10.582157,10.613231,10.239676,10.212793,9.86161,9.4528055,8.854396,9.109134,9.656871,9.436499,10.161538,10.2340765,8.348114,1.5231818,0.43396002,0.32292935,0.22342709,0.13267075,0.048391853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.25517729739113,2.3867038283469957
-11.469501,-30.781406,-39.253098,-45.47878,-49.8279,-52.18171,-54.143112,-55.790283,-57.045506,-57.93473,-58.070557,-58.83038,-59.46012,-59.53639,-60.728947,-60.701515,-61.14158,-62.134068,-62.10385,-62.32513,-62.212055,-62.503895,-62.934162,-63.110138,-63.28607,-63.84025,-64.36278,-64.747215,-65.04822,-65.394844,-65.76991,-66.73939,-66.62823,-66.93636,-66.75637,-68.36447,-76.467064,-79.801605,-79.821785,-79.83555,-79.84731,-79.85782,-79.86743,-79.87634,-79.88463,-79.89237,-79.89962,-79.906395,-79.91272,-79.91863,-79.92411,-79.92919,-79.93387,-79.938156,-79.94208,-79.945625,-79.948814,-79.95165,-79.95414,-79.95629,-79.9581,-79.959564,-79.96065,-79.961334,15.582214,11.775248,10.526259,9.202058,8.496565,7.9209757,7.370963,7.042823,6.8006706,6.8041334,6.662917,6.444792,6.378679,6.4703794,6.4380355,6.6102576,6.6036596,6.067534,6.493949,6.0310807,6.270157,5.871007,6.3305693,6.4150763,6.1950793,5.6965804,6.0778,6.2061524,6.1464915,5.7169895,5.0952544,4.910027,5.240778,5.321647,5.10125,4.5851064,4.312335,2.1241531,1.9124136,1.7682328,1.645265,1.535704,1.4356948,1.3433225,1.2576476,1.1778598,1.10352,1.0343086,0.9701032,0.9105142,0.85561675,0.8051725,0.75907856,0.71723914,0.6794383,0.6456197,0.6155695,0.5891836,0.56631017,0.54684585,0.5307,0.5178469,0.5083415,0.5023916,-27.110396345429823,1.1553010846660685
-25.030434,-54.493797,-60.4776,-58.484783,-58.971195,-60.28456,-60.07139,-61.407585,-62.48355,-63.511227,-64.583496,-65.47997,-64.74928,-64.80823,-64.741936,-64.5584,-64.93189,-65.11489,-65.24688,-65.63053,-66.17707,-66.860886,-68.34405,-69.060936,-69.484505,-69.89038,-70.306946,-71.429436,-70.28219,-69.96555,-69.631775,-69.99444,-70.62367,-71.48662,-71.476654,-72.99501,-77.077126,-79.97715,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,18.280193,15.3731165,15.952296,13.383578,12.307057,12.2828245,12.072653,11.747305,11.168979,10.436232,10.41751,10.155301,9.89499,9.882268,9.638678,9.675871,9.268292,9.983357,10.570225,11.012517,11.145624,10.512705,10.240422,10.890279,10.602578,10.739675,10.777794,10.913475,11.375176,11.008805,10.850086,10.435234,10.446276,10.368046,10.420138,9.760205,7.1344795,0.17798086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.11454336046603,9.453599386272236
-11.614074,-33.123234,-39.680183,-44.921497,-48.566475,-51.501274,-53.302364,-54.593456,-55.801834,-56.667645,-57.348705,-57.82163,-58.26881,-58.986866,-59.342606,-60.209908,-60.294395,-60.668327,-61.61667,-61.87229,-62.053795,-62.682644,-62.975273,-63.039726,-63.183334,-63.977657,-64.01656,-64.53624,-65.11771,-65.64199,-65.87398,-66.35822,-66.56818,-67.35918,-67.349754,-68.83898,-76.21056,-79.78864,-79.80432,-79.81544,-79.82531,-79.83436,-79.84283,-79.85084,-79.85843,-79.86566,-79.87255,-79.87911,-79.88535,-79.89129,-79.8969,-79.90218,-79.90715,-79.91179,-79.9161,-79.920074,-79.9237,-79.92698,-79.9299,-79.93246,-79.93462,-79.93639,-79.93771,-79.93856,14.248579,10.857449,10.164747,10.039627,9.677756,8.967879,8.649746,8.314872,7.9844165,7.6945066,7.5620627,7.2506504,7.0948167,6.6673684,6.806883,7.028196,7.1284504,6.6992273,6.334663,6.0882235,6.774298,6.8507547,6.775813,6.923971,6.7297745,6.5324907,6.5982447,6.824749,6.652769,6.129339,6.1259804,5.9694767,6.00079,5.856606,5.506428,5.4676557,4.3652325,2.4729946,2.292914,2.1653779,2.0523372,1.9487758,1.8519926,1.7606748,1.6742249,1.5920727,1.5139668,1.4397345,1.369384,1.3026918,1.2398548,1.1807966,1.1255554,1.0742115,1.0267197,0.9831964,0.94361514,0.90804505,0.8765257,0.8491309,0.8259684,0.80722415,0.7931732,0.78428406,-27.160685082498755,1.8006717541363393
-16.486128,-23.69775,-28.652157,-33.88713,-37.696495,-40.15278,-39.75163,-39.689087,-39.86049,-41.95274,-44.833366,-46.781456,-44.096287,-43.22071,-45.032925,-48.07262,-47.505238,-44.39241,-43.74195,-45.74841,-44.794636,-43.752094,-43.576023,-46.01261,-50.238293,-52.577206,-50.9353,-48.737236,-50.814022,-54.897575,-53.883976,-52.186962,-53.466652,-52.385754,-49.53971,-49.979023,-60.595825,-79.92603,-79.97285,-79.97885,-79.98408,-79.98878,-79.993095,-79.99711,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,14.366731,13.502005,12.633625,11.875639,11.023847,10.225704,10.326118,11.195678,11.000687,10.38625,9.818717,9.325374,9.756137,10.0142765,10.063306,9.81391,10.234448,11.187238,10.533506,9.810656,10.8897,11.289559,11.190648,9.517492,8.2082,8.10974,8.4276905,8.954767,8.810416,7.874779,8.796466,9.162088,8.643404,9.445408,10.560679,10.12984,8.48991,0.62366307,0.43182826,0.33640614,0.25329134,0.1785078,0.109775685,0.045916326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.49983332730026,2.28703783337846
-13.142082,-27.204962,-36.36759,-43.747753,-49.701546,-53.069813,-53.34286,-52.695206,-54.24002,-56.476303,-58.582188,-60.61246,-60.245167,-58.799984,-59.255295,-62.305862,-65.57905,-65.59881,-65.6829,-66.19388,-67.29745,-66.989136,-67.778885,-67.58996,-68.09588,-69.046646,-69.812325,-70.05833,-70.55631,-71.072075,-71.46084,-71.79818,-71.64749,-72.24611,-72.70123,-75.15484,-79.56052,-79.775604,-79.794205,-79.80715,-79.81844,-79.82868,-79.83819,-79.847084,-79.85547,-79.863396,-79.870895,-79.87799,-79.88468,-79.891,-79.896935,-79.90249,-79.90767,-79.91247,-79.9169,-79.920944,-79.92462,-79.92793,-79.930855,-79.93339,-79.93554,-79.93728,-79.93858,-79.93941,11.740223,10.075398,9.345569,8.480922,7.7397833,7.0554843,7.278941,8.1866865,8.54368,7.33918,6.7635064,6.381638,6.7163444,7.2967587,8.07908,6.9061418,6.2520432,5.644779,4.6771574,4.7617464,5.4395957,5.9214225,5.9605556,5.8206124,5.2029448,5.378119,5.188975,4.859033,4.9220214,4.9864063,4.51982,4.5639386,4.17768,3.991131,3.9404988,3.9759243,3.120067,2.4558303,2.2554352,2.1162302,1.9948698,1.884939,1.7831357,1.6878432,1.5982966,1.513808,1.4340438,1.3587724,1.2879503,1.2212778,1.1589248,1.1007395,1.0467324,0.99690026,0.9511194,0.9094743,0.87185585,0.8382674,0.8086809,0.78311175,0.7615996,0.7442552,0.73130435,0.7231266,-24.155086237534388,1.6175338576901501
-11.424198,-29.693335,-35.56133,-40.979637,-44.82383,-45.010345,-48.29319,-49.984894,-52.247253,-53.281727,-53.974934,-54.481544,-54.008144,-50.305492,-50.530476,-51.22038,-52.520935,-52.82088,-50.747414,-49.67432,-49.878235,-52.85252,-57.287704,-56.0803,-53.03622,-50.396164,-52.151768,-56.28061,-56.82311,-57.78626,-60.244778,-61.199123,-62.48449,-61.372196,-60.466835,-61.624893,-70.24466,-79.9663,-79.971436,-79.97512,-79.97841,-79.98142,-79.98425,-79.98693,-79.98947,-79.99188,-79.99418,-79.99637,-79.99845,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,10.796505,8.388346,8.014543,7.318801,6.473028,6.090994,6.263983,6.629779,5.9220347,5.8918686,5.7913127,6.0605364,6.0783863,7.514674,7.9129815,8.166384,8.260256,8.198454,8.590752,9.05382,9.698082,8.639866,6.7805467,8.058914,9.447706,10.349149,9.9766445,9.002821,8.244043,7.794199,7.3406067,6.7054863,6.259975,6.4995594,7.150753,7.495074,6.815712,0.679777,0.57626617,0.50194526,0.4356522,0.37471682,0.31764406,0.26369345,0.21252576,0.16380945,0.11739284,0.07317934,0.031162206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.437949180566967,1.4376527967265882
-11.514841,-30.337074,-38.906097,-43.02335,-46.549282,-50.12103,-53.42384,-56.176727,-58.161583,-60.357357,-61.91269,-63.374897,-64.16954,-64.80976,-65.57793,-65.67567,-66.535484,-66.78386,-66.928185,-67.417465,-67.90261,-68.41703,-68.31345,-68.58459,-69.15293,-69.91117,-70.37306,-70.36383,-70.53802,-70.98581,-71.205315,-71.40585,-71.70972,-72.35976,-72.47917,-73.94665,-79.66008,-79.95517,-79.96096,-79.96491,-79.968315,-79.97137,-79.974174,-79.97679,-79.97923,-79.98153,-79.98369,-79.98571,-79.98761,-79.989395,-79.99106,-79.99261,-79.99404,-79.99537,-79.996574,-79.99768,-79.99867,-79.99956,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,12.398535,10.561198,9.065094,9.568975,9.451163,8.966846,8.164248,7.21534,6.4772224,5.481899,4.8275995,4.40706,4.956576,4.696676,4.4590244,4.363273,4.295797,4.3021593,3.8915062,4.2947993,4.5505266,4.08055,4.0494437,3.897218,3.5926008,3.640139,3.4138353,3.2797804,3.2633207,3.073241,2.6844866,3.0018618,3.1888597,2.7561412,2.4737716,2.55697,1.392043,0.8921473,0.77687347,0.6982292,0.6305597,0.5698007,0.5139179,0.46190992,0.4132837,0.3676171,0.3246837,0.2843286,0.2464956,0.2109973,0.17789759,0.14709395,0.1185539,0.0922671,0.06815363,0.0462326,0.026430976,0.008745313,0.0,0.0,0.0,0.0,0.0,0.0,-25.116693639921248,1.6603931553114066
-12.35086,-34.055424,-36.18291,-37.208984,-39.70749,-41.84011,-40.96993,-38.891758,-39.280514,-40.55873,-41.621998,-41.390617,-40.766357,-40.360146,-39.099964,-41.314465,-42.59656,-44.48013,-44.02589,-42.077618,-43.01782,-46.25292,-47.303104,-49.691936,-50.309086,-51.046402,-51.667618,-51.817936,-52.300694,-51.470627,-51.563946,-52.140816,-52.652428,-54.241627,-55.596977,-56.90647,-65.985535,-79.66263,-79.94031,-79.94849,-79.9556,-79.962105,-79.96819,-79.97399,-79.97955,-79.984924,-79.99012,-79.99518,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,14.865809,10.693867,10.025441,9.568567,9.469901,9.317368,9.880209,10.392574,10.426467,10.037992,9.421306,9.581634,9.496693,9.819881,9.67655,9.377497,9.3706045,9.057512,9.148109,10.8703575,11.079091,9.943077,9.756731,9.137554,8.580324,8.568822,8.220811,8.626979,8.491654,9.492514,10.359915,10.056684,9.800113,9.565044,9.235376,9.505547,7.7922664,1.5498863,0.8853832,0.764082,0.6585206,0.5621632,0.47179115,0.38579303,0.3033377,0.22372477,0.14658141,0.07165472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.43152919554362,1.6855949123558849
-23.59104,-25.250996,-29.045458,-32.112984,-35.30587,-38.31267,-41.34012,-43.760876,-44.941536,-46.197823,-47.373493,-48.199677,-49.50833,-50.45733,-50.806854,-51.362366,-51.81819,-52.312614,-52.64471,-53.18919,-53.876415,-54.2922,-54.472794,-54.640224,-55.035557,-55.376823,-55.61612,-56.173786,-56.41079,-56.59021,-56.8732,-57.360664,-57.570526,-57.97245,-58.294346,-59.733124,-67.77725,-79.90537,-79.994934,-79.99856,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,13.929917,13.723285,13.918971,13.508841,13.050225,12.51307,11.6307125,10.8040905,10.1194935,9.5498705,9.061424,8.594045,8.15279,7.9035945,7.7001495,7.451166,7.4565063,7.439649,7.172129,7.0212045,6.9298167,6.9084716,6.9131885,6.8583665,6.8370476,6.721367,6.5929604,6.4798756,6.311989,6.310142,6.389063,6.165677,6.0834737,5.878456,5.7459135,5.769332,4.634824,0.9541664,0.12071799,0.03440139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.017653122571748,4.6858777036485755
-10.834539,-34.23191,-38.63052,-41.46952,-44.992584,-46.098457,-49.779415,-51.639095,-52.236187,-51.909225,-53.47707,-55.80778,-56.80227,-56.39068,-56.547066,-57.773357,-58.351765,-59.759224,-59.252518,-59.561283,-58.730194,-59.01261,-59.659767,-60.826748,-60.18751,-59.56635,-61.79966,-62.694298,-63.2778,-63.174137,-63.350033,-61.69618,-62.924973,-61.45308,-62.133377,-62.99666,-69.41707,-79.84388,-79.86747,-79.88393,-79.89825,-79.91131,-79.92354,-79.933014,-79.938576,-79.94396,-79.94917,-79.95424,-79.95915,-79.96394,-79.96858,-79.97308,-79.97745,-79.98165,-79.98568,-79.98953,-79.99318,-79.99658,-79.99972,-80.0,-80.0,-80.0,-80.0,-80.0,15.61199,11.568729,11.787382,10.413312,9.553431,8.877968,8.658553,8.634996,8.263697,7.878867,7.8998914,7.372196,7.3904147,7.7799873,7.5906115,7.641018,7.96657,7.59158,7.53329,6.874043,7.586891,8.113021,8.369487,8.0916195,8.167077,8.46465,9.051382,8.345311,7.7042594,7.6735134,7.592146,7.5358143,8.665341,8.316966,8.710976,8.421291,7.0053773,1.7882338,1.5658582,1.4155291,1.2893009,1.1789955,1.0810941,0.99369115,0.910986,0.8311759,0.75385845,0.67879194,0.6058848,0.5349152,0.46602246,0.39918813,0.33450955,0.27217302,0.21231176,0.15526316,0.1012684,0.050762214,0.004213116,0.0,0.0,0.0,0.0,0.0,-29.425106297534594,2.6104938168488165
-11.4820175,-27.206556,-36.63171,-43.53922,-49.671974,-53.70976,-56.99229,-59.352818,-60.717876,-62.985226,-64.55634,-66.14576,-66.61454,-67.04857,-67.77798,-68.81825,-69.3754,-70.10535,-69.98893,-71.2068,-70.3836,-70.38364,-71.27769,-71.26855,-71.10531,-71.962296,-71.57756,-71.96945,-72.1768,-72.50417,-73.017914,-72.87589,-72.62725,-73.18929,-73.59268,-75.49225,-79.76488,-79.92914,-79.94943,-79.96317,-79.97382,-79.97906,-79.98384,-79.98828,-79.9924,-79.99627,-79.99987,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,12.4995365,10.603189,9.528515,8.756417,8.1758375,8.063275,7.667658,7.034046,6.679401,5.4638543,4.8803763,4.4480515,4.594933,4.9832473,4.6563406,4.236757,3.7534332,4.0317016,3.419485,3.7182255,4.016268,4.0057487,4.052251,3.6675699,3.6351056,3.6783926,3.8779373,3.52852,3.3780277,3.830809,3.4866228,3.362719,3.2214026,2.9983582,3.365348,2.9759722,1.5025457,0.805609,0.6097545,0.48656583,0.39343703,0.31483257,0.2428956,0.17624824,0.114215955,0.056219727,0.001933646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.021885680454012,1.2765197562941155
-21.258795,-25.375763,-32.287212,-35.87695,-38.178356,-40.084564,-40.87632,-42.078297,-43.05303,-43.654373,-44.362457,-44.914062,-45.230682,-45.56065,-45.955624,-46.460007,-46.88275,-47.287056,-47.59487,-47.802345,-48.027138,-48.516575,-48.821518,-49.203167,-49.629543,-50.02361,-50.32019,-50.66346,-50.969,-51.309505,-51.724533,-52.146152,-52.26327,-52.397488,-52.824112,-54.462753,-62.26305,-79.89533,-79.98035,-79.98536,-79.987785,-79.99007,-79.9922,-79.994225,-79.99613,-79.99793,-79.99964,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,14.823076,13.9146385,12.5416355,11.674644,11.183118,10.775744,10.330901,10.023088,9.783181,9.57979,9.39607,9.319128,9.219556,9.1023655,8.967683,8.764859,8.811144,8.822619,8.82338,8.820266,8.796402,8.559733,8.376672,8.293346,8.189252,8.107913,7.865731,7.859174,7.8330507,7.7942553,7.703515,7.643363,7.582208,7.6211953,7.459447,7.1663947,5.9175572,0.6910731,0.37940133,0.31872043,0.26582813,0.2163719,0.1697695,0.12574328,0.08419708,0.044952203,0.007930316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.49872274627101,5.543146456610454
-13.791186,-34.68933,-41.097584,-44.69874,-45.892017,-44.85771,-45.377384,-45.807964,-47.64584,-48.943394,-50.08368,-50.273056,-51.75036,-52.058056,-51.102566,-50.893402,-49.602314,-49.808502,-49.576317,-50.68073,-50.43765,-49.696804,-50.382347,-51.17022,-50.435543,-50.847675,-50.80461,-49.56681,-48.742363,-48.759964,-55.93755,-57.464382,-54.3668,-52.448112,-50.10569,-50.62281,-58.656475,-78.41138,-79.917534,-79.93034,-79.93601,-79.94121,-79.94608,-79.95073,-79.95518,-79.95948,-79.963646,-79.9677,-79.971634,-79.97546,-79.97917,-79.98278,-79.986275,-79.98963,-79.99287,-79.99595,-79.99886,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,14.616879,10.931717,13.892529,13.69521,11.8305025,10.663622,9.776708,10.322428,9.979541,8.956308,8.39759,8.880164,8.401138,8.091911,9.553948,9.778798,10.793101,11.613169,11.443448,10.847054,11.316912,11.809827,11.914067,11.917032,11.473546,11.8538265,13.398473,13.820919,13.640273,12.711953,13.095233,12.303598,10.916629,12.504566,13.696042,13.756666,12.598929,3.765411,1.2665619,1.15509,1.0610386,0.9749567,0.89411116,0.81712055,0.7432682,0.671948,0.60283095,0.53569925,0.47048363,0.40699393,0.34535614,0.28554833,0.2276713,0.17188092,0.11830645,0.06723808,0.018914621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.53716758025886,3.2439781607790854
