,id,model,Datetime,point,path,isgood
947,df18de26601028e4,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:42:00,spine02,./audio_files/20210708-184205-df18de26601028e4-spine02.wav,0
272,9c5cb53941994489,HUAWEI ANE-LX1 | 8.0.0,2020-08-27 13:13:00,spine05,./audio_files/20200827-131320-9c5cb53941994489-spine05.wav,0
1346,e4bbdbbd31d8ffe4,Xiaomi Redmi Note 9 Pro | 10,2021-10-20 14:50:00,chest02,./audio_files/20211020-145002-e4bbdbbd31d8ffe4-chest02.wav,0
1751,c86f6f145f8111af,Xiaomi Redmi Note 9 Pro | 10,2021-12-09 15:23:00,spine01,./audio_files/20211209-152351-c86f6f145f8111af-spine01.wav,0
1215,fd9595d17810d59c,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 11:24:00,spine01,./audio_files/20210913-112454-fd9595d17810d59c-spine01.wav,0
109,3699c6dc9046a0f0,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:46:00,chest01,./audio_files/20190827-144638-3699c6dc9046a0f0-chest01.wav,0
831,8aa83d60ca20eef1,Xiaomi Redmi Note 9 Pro | 10,2021-07-05 10:59:00,chest04,./audio_files/20210705-105951-8aa83d60ca20eef1-chest04.wav,0
914,8d2f44a674db93a2,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:16:00,chest04,./audio_files/20210708-181651-8d2f44a674db93a2-chest04.wav,0
651,1767346f76314a5d,Xiaomi Redmi Note 9 Pro | 10,2021-06-01 11:10:00,spine02,./audio_files/20210601-111059-1767346f76314a5d-spine02.wav,0
1144,8c91e740b3126bbf,Xiaomi Redmi Note 9 Pro | 10,2021-08-25 14:56:00,spine04,./audio_files/20210825-145609-8c91e740b3126bbf-spine04.wav,0
20,d97d34cffad6f248,samsung SM-A605FN | 8.0.0,2019-08-15 09:34:00,spine05,./audio_files/20190815-093447-d97d34cffad6f248-spine05.wav,0
956,40a18e5fc09a9ebd,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:46:00,spine03,./audio_files/20210708-184657-40a18e5fc09a9ebd-spine03.wav,0
164,a74c346ff7b4e09f,HUAWEI ANE-LX1 | 8.0.0,2019-09-12 16:04:00,spine01,./audio_files/20190912-160444-a74c346ff7b4e09f-spine01.wav,0
1272,34df4c17cc1ac7e5,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 10:58:00,spine04,./audio_files/20210915-105841-34df4c17cc1ac7e5-spine04.wav,0
936,1449f80965ed0aab,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:39:00,chest02,./audio_files/20210708-183927-1449f80965ed0aab-chest02.wav,1
1158,ee6b818aedab8cb9,Xiaomi Redmi Note 9 Pro | 10,2021-08-30 11:03:00,spine03,./audio_files/20210830-110356-ee6b818aedab8cb9-spine03.wav,0
799,8dcdd023636e5817,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 14:07:00,chest03,./audio_files/20210702-140747-8dcdd023636e5817-chest03.wav,0
810,85906b68bd748e15,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 14:09:00,spine03,./audio_files/20210702-140953-85906b68bd748e15-spine03.wav,0
857,b60a5492672c26fc,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:38:00,chest03,./audio_files/20210706-113851-b60a5492672c26fc-chest03.wav,0
1059,5db8cab9cfd88c21,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:45:00,spine01,./audio_files/20210713-154545-5db8cab9cfd88c21-spine01.wav,0
493,e8e1fbb1f6277344,HUAWEI ANE-LX1 | 8.0.0,2021-04-20 11:40:00,spine02,./audio_files/20210420-114014-e8e1fbb1f6277344-spine02.wav,0
321,5f1c5187f33b19a6,Xiaomi Mi A2 | 10,2021-01-15 11:10:00,chest01,./audio_files/20210115-111002-5f1c5187f33b19a6-chest01.wav,2
1728,1c45d6a73d6a6d81,Xiaomi Redmi Note 9 Pro | 11,2021-12-07 14:12:00,chest02,./audio_files/20211207-141226-1c45d6a73d6a6d81-chest02.wav,0
491,e8e1fbb1f6277344,HUAWEI ANE-LX1 | 8.0.0,2021-04-20 11:40:00,chest03,./audio_files/20210420-114014-e8e1fbb1f6277344-chest03.wav,0
960,af75e4b4522fedee,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:51:00,chest02,./audio_files/20210708-185109-af75e4b4522fedee-chest02.wav,1
5,1da9189c64909401,samsung SM-A605FN | 8.0.0,2019-08-15 08:49:00,chest04,./audio_files/20190815-084903-1da9189c64909401-chest04.wav,0
497,e8e1fbb1f6277344,HUAWEI ANE-LX1 | 8.0.0,2021-04-20 11:40:00,spine04,./audio_files/20210420-114014-e8e1fbb1f6277344-spine04.wav,0
699,969d1e890976d113,Xiaomi Mi A2 | 10,2021-06-03 12:44:00,spine01,./audio_files/20210603-124426-969d1e890976d113-spine01.wav,0
946,df18de26601028e4,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:42:00,chest04,./audio_files/20210708-184205-df18de26601028e4-chest04.wav,1
1184,e7691680fdb63767,Xiaomi Redmi Note 9 Pro | 10,2021-09-10 11:18:00,spine04,./audio_files/20210910-111817-e7691680fdb63767-spine04.wav,0
565,b52431b003b7bb06,HUAWEI ANE-LX1 | 8.0.0,2021-05-03 13:42:00,spine05,./audio_files/20210503-134235-b52431b003b7bb06-spine05.wav,0
1373,838f08a7afc00923,Xiaomi Redmi Note 9 Pro | 10,2021-10-25 12:17:00,chest03,./audio_files/20211025-121721-838f08a7afc00923-chest03.wav,2
1166,b3e49305261dd693,Xiaomi Redmi Note 9 Pro | 10,2021-08-30 11:05:00,spine06,./audio_files/20210830-110521-b3e49305261dd693-spine06.wav,0
2,1da9189c64909401,samsung SM-A605FN | 8.0.0,2019-08-15 08:49:00,chest01,./audio_files/20190815-084903-1da9189c64909401-chest01.wav,0
410,5564bfc42766a9a5,Xiaomi Mi A2 | 10,2021-03-08 14:05:00,chest03,./audio_files/20210308-140540-5564bfc42766a9a5-chest03.wav,0
99,9b4c2956e6d4aa4e,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:41:00,chest01,./audio_files/20190827-144115-9b4c2956e6d4aa4e-chest01.wav,0
538,f81602ad1c6359fb,Xiaomi Redmi Note 9 Pro | 10,2021-04-26 15:06:00,spine02,./audio_files/20210426-150615-f81602ad1c6359fb-spine02.wav,0
861,b60a5492672c26fc,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:38:00,spine01,./audio_files/20210706-113851-b60a5492672c26fc-spine01.wav,0
1252,b39956de9f91e13d,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:35:00,chest04,./audio_files/20210914-103518-b39956de9f91e13d-chest04.wav,0
1606,64f9c13f97eee760,Xiaomi Redmi Note 9 Pro | 11,2021-11-30 12:13:00,spine01,./audio_files/20211130-121333-64f9c13f97eee760-spine01.wav,1
1251,b39956de9f91e13d,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:35:00,chest03,./audio_files/20210914-103518-b39956de9f91e13d-chest03.wav,0
87,cb67e195e3118a77,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:28:00,spine06,./audio_files/20190827-142849-cb67e195e3118a77-spine06.wav,0
1556,72f6db6a66d8d167,Xiaomi Redmi Note 9 Pro | 10,2021-11-18 12:30:00,spine01,./audio_files/20211118-123021-72f6db6a66d8d167-spine01.wav,1
1273,764e8c267dd4f851,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 11:03:00,chest01,./audio_files/20210915-110343-764e8c267dd4f851-chest01.wav,0
705,12370336ab8c5854,Xiaomi Mi A2 | 10,2021-06-04 11:00:00,chest03,./audio_files/20210604-110018-12370336ab8c5854-chest03.wav,0
1061,9a06860ae58fc177,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:50:00,chest01,./audio_files/20210713-155013-9a06860ae58fc177-chest01.wav,1
83,cb67e195e3118a77,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:28:00,chest04,./audio_files/20190827-142849-cb67e195e3118a77-chest04.wav,0
713,5b6ba4b4d8e12011,Xiaomi Mi A2 | 10,2021-06-04 12:47:00,chest01,./audio_files/20210604-124756-5b6ba4b4d8e12011-chest01.wav,0
58,a2ca3ce9c78b5993,HUAWEI ANE-LX1 | 8.0.0,2019-08-17 11:48:00,spine04,./audio_files/20190817-114816-a2ca3ce9c78b5993-spine04.wav,0
1106,a27590e050da0c9c,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:12:00,spine01,./audio_files/20210713-161232-a27590e050da0c9c-spine01.wav,1
1027,c109588031b76fa8,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:36:00,spine03,./audio_files/20210713-153610-c109588031b76fa8-spine03.wav,0
49,606d97058c1bb8ee,samsung SM-A605FN | 8.0.0,2019-08-16 12:11:00,spine05,./audio_files/20190816-121120-606d97058c1bb8ee-spine05.wav,0
267,9c5cb53941994489,HUAWEI ANE-LX1 | 8.0.0,2020-08-27 13:13:00,spine02,./audio_files/20200827-131320-9c5cb53941994489-spine02.wav,0
1349,e4bbdbbd31d8ffe4,Xiaomi Redmi Note 9 Pro | 10,2021-10-20 14:50:00,spine02,./audio_files/20211020-145002-e4bbdbbd31d8ffe4-spine02.wav,2
331,52250f4657900fc2,Xiaomi Mi A2 | 10,2021-01-25 16:46:00,chest03,./audio_files/20210125-164621-52250f4657900fc2-chest03.wav,0
1682,f60fd2803c4d0b9b,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 15:07:00,spine04,./audio_files/20211201-150728-f60fd2803c4d0b9b-spine04.wav,0
1031,12d1dfb50eed5eae,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:37:00,chest02,./audio_files/20210713-153755-12d1dfb50eed5eae-chest02.wav,1
624,6f4d4122d433cc04,Xiaomi Redmi Note 9 Pro | 10,2021-05-19 12:13:00,spine02,./audio_files/20210519-121339-6f4d4122d433cc04-spine02.wav,2
1160,b3e49305261dd693,Xiaomi Redmi Note 9 Pro | 10,2021-08-30 11:05:00,chest01,./audio_files/20210830-110521-b3e49305261dd693-chest01.wav,0
490,e8e1fbb1f6277344,HUAWEI ANE-LX1 | 8.0.0,2021-04-20 11:40:00,chest02,./audio_files/20210420-114014-e8e1fbb1f6277344-chest02.wav,0
1752,42dcdccf5dac3ac3,Xiaomi M2003J15SC | 10,2021-12-15 19:58:00,chest01,./audio_files/20211215-195818-42dcdccf5dac3ac3-chest01.wav,0
1201,49a6a00fe33fde3b,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 11:21:00,chest01,./audio_files/20210913-112114-49a6a00fe33fde3b-chest01.wav,0
542,3410f6592b7f99e3,Xiaomi Redmi Note 9 Pro | 10,2021-04-26 15:07:00,chest01,./audio_files/20210426-150725-3410f6592b7f99e3-chest01.wav,2
1542,a491c64ccf20117f,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 16:50:00,chest01,./audio_files/20211117-165002-a491c64ccf20117f-chest01.wav,0
349,25dada732493c6e4,Xiaomi Mi A2 | 10,2021-02-04 12:05:00,chest01,./audio_files/20210204-120503-25dada732493c6e4-chest01.wav,0
1404,0ff28e40dc482d96,Xiaomi M2004J19C | 10,2021-10-29 21:30:00,spine05,./audio_files/20211029-213043-0ff28e40dc482d96-spine05.wav,0
1114,0b5156558e474623,Xiaomi Redmi Note 9 Pro | 10,2021-08-17 12:37:00,spine01,./audio_files/20210817-123750-0b5156558e474623-spine01.wav,0
654,1767346f76314a5d,Xiaomi Redmi Note 9 Pro | 10,2021-06-01 11:10:00,spine04,./audio_files/20210601-111059-1767346f76314a5d-spine04.wav,0
585,6d44ac7639a32a3f,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:33:00,chest03,./audio_files/20210506-123320-6d44ac7639a32a3f-chest03.wav,0
453,90449d3e3176dcfc,Xiaomi Mi A2 | 10,2021-04-06 10:34:00,chest03,./audio_files/20210406-103416-90449d3e3176dcfc-chest03.wav,0
922,81f53bcad83eb027,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:19:00,chest04,./audio_files/20210708-181920-81f53bcad83eb027-chest04.wav,0
589,6d44ac7639a32a3f,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:33:00,spine01,./audio_files/20210506-123320-6d44ac7639a32a3f-spine01.wav,0
981,a69fa3d85dd1e365,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:59:00,spine01,./audio_files/20210708-185924-a69fa3d85dd1e365-spine01.wav,0
1141,8c91e740b3126bbf,Xiaomi Redmi Note 9 Pro | 10,2021-08-25 14:56:00,spine02,./audio_files/20210825-145609-8c91e740b3126bbf-spine02.wav,0
449,2e39c794afea25d7,Xiaomi Mi A2 | 10,2021-04-01 14:45:00,spine01,./audio_files/20210401-144554-2e39c794afea25d7-spine01.wav,2
1612,d6dee9f2449ef9bb,Xiaomi Redmi Note 9 Pro | 11,2021-11-30 12:58:00,spine01,./audio_files/20211130-125837-d6dee9f2449ef9bb-spine01.wav,0
649,1767346f76314a5d,Xiaomi Redmi Note 9 Pro | 10,2021-06-01 11:10:00,chest03,./audio_files/20210601-111059-1767346f76314a5d-chest03.wav,0
1320,b378220c430caf3c,Xiaomi Redmi Note 9 Pro | 10,2021-09-16 12:58:00,spine04,./audio_files/20210916-125855-b378220c430caf3c-spine04.wav,0
1678,f60fd2803c4d0b9b,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 15:07:00,spine02,./audio_files/20211201-150728-f60fd2803c4d0b9b-spine02.wav,0
1032,12d1dfb50eed5eae,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:37:00,chest03,./audio_files/20210713-153755-12d1dfb50eed5eae-chest03.wav,1
120,21da888c2db0925b,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:52:00,chest03,./audio_files/20190827-145201-21da888c2db0925b-chest03.wav,0
1741,246d21df2f395357,Xiaomi Redmi Note 9 Pro | 11,2021-12-08 14:03:00,spine02,./audio_files/20211208-140322-246d21df2f395357-spine02.wav,0
510,80d4639d94db6ac7,HUAWEI ANE-LX1 | 8.0.0,2021-04-23 11:53:00,chest02,./audio_files/20210423-115328-80d4639d94db6ac7-chest02.wav,0
207,2b8e0d0ee02e79ba,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:33:00,chest01,./audio_files/20190928-123336-2b8e0d0ee02e79ba-chest01.wav,0
780,8d635df439f74865,Xiaomi Redmi Note 9 Pro | 10,2021-07-01 12:49:00,chest04,./audio_files/20210701-124950-8d635df439f74865-chest04.wav,0
1072,e7691c48a45c9856,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:57:00,chest04,./audio_files/20210713-155723-e7691c48a45c9856-chest04.wav,1
1740,246d21df2f395357,Xiaomi Redmi Note 9 Pro | 11,2021-12-08 14:03:00,chest04,./audio_files/20211208-140322-246d21df2f395357-chest04.wav,0
483,2dd3b0f1c7c2bce7,Xiaomi Mi A2 | 10,2021-04-08 11:07:00,chest01,./audio_files/20210408-110746-2dd3b0f1c7c2bce7-chest01.wav,2
1142,8c91e740b3126bbf,Xiaomi Redmi Note 9 Pro | 10,2021-08-25 14:56:00,spine03,./audio_files/20210825-145609-8c91e740b3126bbf-spine03.wav,0
1069,e7691c48a45c9856,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:57:00,chest01,./audio_files/20210713-155723-e7691c48a45c9856-chest01.wav,1
283,1e73e204813be7fb,samsung SM-A605FN | 10,2020-09-11 09:07:00,spine03,./audio_files/20200911-090739-1e73e204813be7fb-spine03.wav,0
125,21da888c2db0925b,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:52:00,spine06,./audio_files/20190827-145201-21da888c2db0925b-spine06.wav,0
980,a69fa3d85dd1e365,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:59:00,spine03,./audio_files/20210708-185924-a69fa3d85dd1e365-spine03.wav,0
1426,042915863731067b,Xiaomi Redmi Note 9 Pro | 11,2021-11-01 14:09:00,spine05,./audio_files/20211101-140947-042915863731067b-spine05.wav,0
126,21da888c2db0925b,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:52:00,spine04,./audio_files/20190827-145201-21da888c2db0925b-spine04.wav,0
1491,9e3d1d84a1e509d9,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 12:48:00,spine06,./audio_files/20211117-124831-9e3d1d84a1e509d9-spine06.wav,0
1154,ee6b818aedab8cb9,Xiaomi Redmi Note 9 Pro | 10,2021-08-30 11:03:00,chest02,./audio_files/20210830-110356-ee6b818aedab8cb9-chest02.wav,0
1479,8a0a7454f0880e08,Xiaomi Redmi Note 9 Pro | 11,2021-11-07 18:31:00,chest02,./audio_files/20211107-183128-8a0a7454f0880e08-chest02.wav,0
681,d12cb63895b8f572,Xiaomi Redmi Note 9 Pro | 10,2021-06-02 15:30:00,spine01,./audio_files/20210602-153021-d12cb63895b8f572-spine01.wav,0
1226,0c1cb7bc2b7df7fb,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:06:00,chest02,./audio_files/20210914-100648-0c1cb7bc2b7df7fb-chest02.wav,0
1240,3b59a3c192f870d6,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:23:00,spine04,./audio_files/20210914-102332-3b59a3c192f870d6-spine04.wav,0
1753,42dcdccf5dac3ac3,Xiaomi M2003J15SC | 10,2021-12-15 19:58:00,chest02,./audio_files/20211215-195818-42dcdccf5dac3ac3-chest02.wav,0
1596,433f508bfb069581,Xiaomi Redmi Note 9 Pro | 11,2021-11-29 13:04:00,spine03,./audio_files/20211129-130401-433f508bfb069581-spine03.wav,0
1067,9a06860ae58fc177,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:50:00,spine01,./audio_files/20210713-155013-9a06860ae58fc177-spine01.wav,0
526,adc7b5a115058ec5,Xiaomi Redmi Note 9 Pro | 10,2021-04-23 15:19:00,chest01,./audio_files/20210423-151926-adc7b5a115058ec5-chest01.wav,0
1389,0657eaa451ac2742,Xiaomi Redmi Note 9 Pro | 10,2021-10-29 10:07:00,chest03,./audio_files/20211029-100738-0657eaa451ac2742-chest03.wav,2
1701,f7cf7f317692db55,Xiaomi Redmi Note 9 Pro | 11,2021-12-03 11:37:00,chest01,./audio_files/20211203-113724-f7cf7f317692db55-chest01.wav,0
1438,7a27d0121181a999,Xiaomi Mi A2 | 10,2021-11-01 18:40:00,chest04,./audio_files/20211101-184018-7a27d0121181a999-chest04.wav,1
494,e8e1fbb1f6277344,HUAWEI ANE-LX1 | 8.0.0,2021-04-20 11:40:00,spine03,./audio_files/20210420-114014-e8e1fbb1f6277344-spine03.wav,0
496,e8e1fbb1f6277344,HUAWEI ANE-LX1 | 8.0.0,2021-04-20 11:40:00,spine06,./audio_files/20210420-114014-e8e1fbb1f6277344-spine06.wav,0
137,466a8f937ef9285f,HUAWEI ANE-LX1 | 8.0.0,2019-09-09 16:21:00,spine05,./audio_files/20190909-162139-466a8f937ef9285f-spine05.wav,0
870,18397d7150969f0d,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:40:00,spine04,./audio_files/20210706-114020-18397d7150969f0d-spine04.wav,0
1687,3e3218fc8d13526b,Xiaomi Redmi Note 9 Pro | 11,2021-12-02 12:24:00,chest04,./audio_files/20211202-122433-3e3218fc8d13526b-chest04.wav,0
898,bec20fb2641fc057,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 11:34:00,chest03,./audio_files/20210708-113425-bec20fb2641fc057-chest03.wav,0
609,778a4d8534e42ddf,Xiaomi Redmi Note 9 Pro | 10,2021-05-18 10:08:00,spine05,./audio_files/20210518-100844-778a4d8534e42ddf-spine05.wav,0
1554,72f6db6a66d8d167,Xiaomi Redmi Note 9 Pro | 10,2021-11-18 12:30:00,spine02,./audio_files/20211118-123021-72f6db6a66d8d167-spine02.wav,1
298,85b1352e85b5e180,Xiaomi Redmi Note 9 Pro | 10,2020-09-25 11:00:00,chest02,./audio_files/20200925-110031-85b1352e85b5e180-chest02.wav,2
734,e2dbece695e619c9,Xiaomi Mi A2 | 10,2021-06-07 12:11:00,chest04,./audio_files/20210607-121141-e2dbece695e619c9-chest04.wav,0
133,466a8f937ef9285f,HUAWEI ANE-LX1 | 8.0.0,2019-09-09 16:21:00,spine03,./audio_files/20190909-162139-466a8f937ef9285f-spine03.wav,0
319,014143ef87df8dfd,HUAWEI ANE-LX1 | 8.0.0,2021-01-12 16:38:00,spine04,./audio_files/20210112-163805-014143ef87df8dfd-spine04.wav,0
452,90449d3e3176dcfc,Xiaomi Mi A2 | 10,2021-04-06 10:34:00,chest02,./audio_files/20210406-103416-90449d3e3176dcfc-chest02.wav,0
562,b52431b003b7bb06,HUAWEI ANE-LX1 | 8.0.0,2021-05-03 13:42:00,spine01,./audio_files/20210503-134235-b52431b003b7bb06-spine01.wav,0
403,da2240fbe6ed84c6,Xiaomi Mi A2 | 10,2021-03-08 13:19:00,chest04,./audio_files/20210308-131900-da2240fbe6ed84c6-chest04.wav,0
1358,befe03d0b94124c1,Xiaomi Redmi Note 9 Pro | 10,2021-10-20 14:52:00,spine03,./audio_files/20211020-145259-befe03d0b94124c1-spine03.wav,0
1568,2147b5c9dcbe035e,Xiaomi Redmi Note 9 Pro | 10,2021-11-18 12:43:00,chest03,./audio_files/20211118-124352-2147b5c9dcbe035e-chest03.wav,0
413,d90e6306cb7373be,Xiaomi Mi A2 | 10,2021-03-08 14:06:00,chest02,./audio_files/20210308-140643-d90e6306cb7373be-chest02.wav,0
930,02166962562e3fd1,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:21:00,chest04,./audio_files/20210708-182111-02166962562e3fd1-chest04.wav,0
582,c8049ed8c648ca88,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:27:00,spine05,./audio_files/20210506-122759-c8049ed8c648ca88-spine05.wav,0
1725,21fd5d5aa56101d5,Xiaomi Redmi Note 9 Pro | 10,2021-12-07 12:37:00,spine01,./audio_files/20211207-123750-21fd5d5aa56101d5-spine01.wav,0
1731,1c45d6a73d6a6d81,Xiaomi Redmi Note 9 Pro | 11,2021-12-07 14:12:00,spine02,./audio_files/20211207-141226-1c45d6a73d6a6d81-spine02.wav,0
513,80d4639d94db6ac7,HUAWEI ANE-LX1 | 8.0.0,2021-04-23 11:53:00,spine02,./audio_files/20210423-115328-80d4639d94db6ac7-spine02.wav,0
456,90449d3e3176dcfc,Xiaomi Mi A2 | 10,2021-04-06 10:34:00,spine03,./audio_files/20210406-103416-90449d3e3176dcfc-spine03.wav,0
923,81f53bcad83eb027,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:19:00,spine02,./audio_files/20210708-181920-81f53bcad83eb027-spine02.wav,0
1508,df6a8705fac7c6a9,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 13:18:00,spine01,./audio_files/20211117-131818-df6a8705fac7c6a9-spine01.wav,1
347,8557e180656de825,Xiaomi Mi A2 | 10,2021-02-03 15:03:00,chest03,./audio_files/20210203-150322-8557e180656de825-chest03.wav,0
742,fa47d547bd94df57,Xiaomi Mi A2 | 10,2021-06-07 15:03:00,chest04,./audio_files/20210607-150328-fa47d547bd94df57-chest04.wav,0
1657,d3fdecdee9be6327,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 14:54:00,chest04,./audio_files/20211201-145455-d3fdecdee9be6327-chest04.wav,0
91,e59e3a2818af008c,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:35:00,chest02,./audio_files/20190827-143528-e59e3a2818af008c-chest02.wav,0
401,da2240fbe6ed84c6,Xiaomi Mi A2 | 10,2021-03-08 13:19:00,chest02,./audio_files/20210308-131900-da2240fbe6ed84c6-chest02.wav,0
907,da0fcc13da246f60,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 11:35:00,spine02,./audio_files/20210708-113555-da0fcc13da246f60-spine02.wav,0
1697,074d9f644b9d0d25,Xiaomi Redmi Note 9 Pro | 10,2021-12-02 15:11:00,spine02,./audio_files/20211202-151143-074d9f644b9d0d25-spine02.wav,0
274,d5271913e41d9ef8,HUAWEI ANE-LX1 | 8.0.0,2020-08-29 13:15:00,chest02,./audio_files/20200829-131559-d5271913e41d9ef8-chest02.wav,0
210,2b8e0d0ee02e79ba,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:33:00,chest04,./audio_files/20190928-123336-2b8e0d0ee02e79ba-chest04.wav,0
1298,d594cbe6e2461128,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 14:08:00,chest02,./audio_files/20210915-140850-d594cbe6e2461128-chest02.wav,0
1755,42dcdccf5dac3ac3,Xiaomi M2003J15SC | 10,2021-12-15 19:58:00,chest04,./audio_files/20211215-195818-42dcdccf5dac3ac3-chest04.wav,0
1339,655f1318095b988a,Xiaomi Redmi Note 9 Pro | 10,2021-10-18 12:59:00,chest03,./audio_files/20211018-125955-655f1318095b988a-chest03.wav,1
424,9dddc5c740820565,Xiaomi Mi A2 | 10,2021-03-08 14:40:00,chest01,./audio_files/20210308-144011-9dddc5c740820565-chest01.wav,0
532,adc7b5a115058ec5,Xiaomi Redmi Note 9 Pro | 10,2021-04-23 15:19:00,spine01,./audio_files/20210423-151926-adc7b5a115058ec5-spine01.wav,0
1057,5db8cab9cfd88c21,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:45:00,spine02,./audio_files/20210713-154545-5db8cab9cfd88c21-spine02.wav,0
6,1da9189c64909401,samsung SM-A605FN | 8.0.0,2019-08-15 08:49:00,spine03,./audio_files/20190815-084903-1da9189c64909401-spine03.wav,0
862,b60a5492672c26fc,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:38:00,spine04,./audio_files/20210706-113851-b60a5492672c26fc-spine04.wav,0
379,292fb5e28213fae0,Xiaomi Mi A2 | 10,2021-03-08 12:07:00,chest02,./audio_files/20210308-120746-292fb5e28213fae0-chest02.wav,0
669,fd0d9ba14e3fb2f9,Xiaomi Redmi Note 9 Pro | 10,2021-06-02 12:52:00,chest01,./audio_files/20210602-125246-fd0d9ba14e3fb2f9-chest01.wav,0
1183,e7691680fdb63767,Xiaomi Redmi Note 9 Pro | 10,2021-09-10 11:18:00,spine01,./audio_files/20210910-111817-e7691680fdb63767-spine01.wav,0
335,e4a0dc516c453460,Xiaomi Mi A2 | 10,2021-01-25 16:48:00,chest03,./audio_files/20210125-164839-e4a0dc516c453460-chest03.wav,0
752,d4c194acbc9409d4,Xiaomi Redmi Note 9 Pro | 10,2021-06-15 13:34:00,spine03,./audio_files/20210615-133427-d4c194acbc9409d4-spine03.wav,0
1566,2147b5c9dcbe035e,Xiaomi Redmi Note 9 Pro | 10,2021-11-18 12:43:00,chest01,./audio_files/20211118-124352-2147b5c9dcbe035e-chest01.wav,0
877,42ac2bc24987aee7,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:52:00,spine01,./audio_files/20210706-115238-42ac2bc24987aee7-spine01.wav,0
1495,8c61bc763553fd83,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 12:51:00,chest02,./audio_files/20211117-125113-8c61bc763553fd83-chest02.wav,0
1367,88fe162efde77c67,Xiaomi M2003J15SC | 10,2021-10-22 00:05:00,spine01,./audio_files/20211022-000528-88fe162efde77c67-spine01.wav,0
1127,5a230ba61621abdb,Xiaomi Redmi Note 9 Pro | 10,2021-08-23 13:41:00,spine01,./audio_files/20210823-134106-5a230ba61621abdb-spine01.wav,0
501,6d1edd385a4f3e0b,HUAWEI ANE-LX1 | 8.0.0,2021-04-21 11:19:00,chest03,./audio_files/20210421-111949-6d1edd385a4f3e0b-chest03.wav,0
784,41fceeaa1fb3132d,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 12:21:00,chest02,./audio_files/20210702-122120-41fceeaa1fb3132d-chest02.wav,0
